"fname","lname","week","yr","actual","rating","home","pts_1y","xpa_1y","xpm_1y","fga_1y","fgm_1y","gt50_1y","pts_2y","xpa_2y","xpm_2y","fga_2y","fgm_2y","gt50_2y","xpa_1wk","xpm_1wk","fga_1wk","fgm_1wk","gt50_1wk","xpa_2wk","xpm_2wk","fga_2wk","fgm_2wk","gt50_2wk"
" Kai"," Forbath","7","2017","22","4","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","68","35","34","15","10","2","2","2","3","3","1","2","2","3","3","1"
" Graham"," Gano","7","2017","3","6","0","127","34","31","38","30","3","150","59","56","36","30","2","2","2","3","3","0","2","2","3","3","0"
" Zane"," Gonzalez","7","2017","11","17","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Stephen"," Gostkowski","7","2017","11","20","1","131","49","46","32","27","2","159","52","52","36","33","4","3","3","2","1","0","3","3","2","1","0"
" Robbie"," Gould","7","2017","4","16","1","50","23","20","10","10","0","141","29","28","39","33","7","3","3","2","1","1","3","3","2","1","1"
" Wil"," Lutz","7","2017","8","12","0","139","50","49","34","28","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","7","7","1","1","0","7","7","1","1","0"
" Patrick"," Murray","7","2017","11","10","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","0","0","0","1","1","0","0","0"
" Nick"," Novak","7","2017","3","14","1","133","25","22","41","35","3","87","31","29","21","18","2","2","2","2","1","0","2","2","2","1","0"
" Cody"," Parkey","7","2017","7","18","1","82","21","20","25","20","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","2","0","2","2","2","2","0"
" Aldrick"," Rosas","7","2017","1","9","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","4","3","1","2","2","4","3","1"
" Ryan"," Succop","7","2017","12","15","0","111","41","39","24","22","3","73","31","29","16","14","1","3","3","5","5","0","3","3","5","5","0"
" Giorgio"," Tavecchio","7","2017","7","12","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","1","1","1","0","2","1","1","1","0"
" Justin"," Tucker","7","2017","12","13","0","161","27","27","39","38","10","136","29","29","40","33","4","1","1","3","3","1","1","1","3","3","1"
" Greg"," Zuerlein","7","2017","17","20","1","84","23","23","22","19","2","92","28","26","30","20","3","3","3","2","2","1","3","3","2","2","1"
" Connor"," Barth","8","2017","6","6","0","87","32","31","23","18","1","100","26","25","28","23","3","2","2","2","1","0","2","2","2","1","0"
" Chris"," Boswell","8","2017","8","4","0","99","36","36","25","21","0","117","27","26","32","29","2","2","2","5","5","0","2","2","5","5","0"
" Matt"," Bryant","8","2017","13","23","0","170","57","56","37","34","6","68","26","26","18","14","0","1","1","2","0","0","1","1","2","0","0"
" Randy"," Bullock","8","2017","6","19","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","0","0","0","2","2","0","0","0"
" Harrison"," Butker","8","2017","19","20","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","3","3","1","3","3","3","3","1"
" Chandler"," Catanzaro","8","2017","8","26","1","112","47","43","28","21","3","137","58","53","31","28","0","4","4","0","0","0","4","4","0","0","0"
" Jake"," Elliott","8","2017","9","27","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","3","2","1","4","4","3","2","1"
" Kai"," Forbath","8","2017","15","21","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","68","35","34","15","10","2","1","0","6","6","2","1","0","6","6","2"
" Graham"," Gano","8","2017","5","24","0","127","34","31","38","30","3","150","59","56","36","30","2","0","0","1","1","0","0","0","1","1","0"
" Zane"," Gonzalez","8","2017","4","16","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","0","0","3","3","1","0","0","3","3","1"
" Stephen"," Gostkowski","8","2017","13","12","1","131","49","46","32","27","2","159","52","52","36","33","4","2","2","3","3","0","2","2","3","3","0"
" Robbie"," Gould","8","2017","6","5","0","50","23","20","10","10","0","141","29","28","39","33","7","1","1","1","1","0","1","1","1","1","0"
" Stephen"," Hauschka","8","2017","10","29","1","130","35","29","37","33","1","139","44","40","31","29","6","3","3","4","3","1","3","3","4","3","1"
" Wil"," Lutz","8","2017","8","7","1","139","50","49","34","28","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","2","2","2","0","3","2","2","2","0"
" Patrick"," Murray","8","2017","3","11","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","2","2","1","3","3","2","2","1"
" Nick"," Novak","8","2017","1","22","0","133","25","22","41","35","3","87","31","29","21","18","2","3","3","0","0","0","3","3","0","0","0"
" Cody"," Parkey","8","2017","0","2","0","82","21","20","25","20","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","1","1","0","4","4","1","1","0"
" Nick"," Rose","8","2017","7","13","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Giorgio"," Tavecchio","8","2017","2","8","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","3","1","0","4","4","3","1","0"
" Justin"," Tucker","8","2017","12","23","1","161","27","27","39","38","10","136","29","29","40","33","4","1","1","3","3","1","1","1","3","3","1"
" Blair"," Walsh","8","2017","11","14","1","53","19","15","16","12","1","147","37","33","39","34","6","3","3","1","1","0","3","3","1","1","0"
" Matt"," Bryant","9","2017","7","10","0","170","57","56","37","34","6","68","26","26","18","14","0","1","1","4","4","0","1","1","4","4","0"
" Harrison"," Butker","9","2017","5","15","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","5","5","1","2","2","5","5","1"
" Chandler"," Catanzaro","9","2017","10","11","1","112","47","43","28","21","3","137","58","53","31","28","0","2","2","4","2","0","2","2","4","2","0"
" Jake"," Elliott","9","2017","9","20","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","1","2","2","1","3","1","2","2","1"
" Kaimi"," Fairbairn","9","2017","2","18","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","5","5","1","1","0","5","5","1","1","0"
" Graham"," Gano","9","2017","8","26","1","127","34","31","38","30","3","150","59","56","36","30","2","2","2","1","1","0","2","2","1","1","0"
" Robbie"," Gould","9","2017","4","25","1","50","23","20","10","10","0","141","29","28","39","33","7","1","1","2","1","1","1","1","2","1","1"
" Stephen"," Hauschka","9","2017","3","19","0","130","35","29","37","33","1","139","44","40","31","29","6","4","4","2","2","0","4","4","2","2","0"
" Wil"," Lutz","9","2017","6","23","1","139","50","49","34","28","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","2","0","2","2","2","2","0"
" Brandon"," McManus","9","2017","15","6","0","125","33","32","34","29","3","135","36","35","35","30","5","1","1","2","2","0","1","1","2","2","0"
" Patrick"," Murray","9","2017","6","4","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","0","0","1","1","0","0","0","1","1","0"
" Cody"," Parkey","9","2017","4","28","1","82","21","20","25","20","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","0","0","1","0","0","0","0","1","0","0"
" Matt"," Prater","9","2017","12","21","0","138","33","31","36","31","7","112","39","36","24","22","5","0","0","5","5","1","0","0","5","5","1"
" Nick"," Rose","9","2017","5","7","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","1","3","2","0","2","1","3","2","0"
" Giorgio"," Tavecchio","9","2017","11","22","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","0","0","0","2","2","0","0","0"
" Justin"," Tucker","9","2017","8","24","0","161","27","27","39","38","10","136","29","29","40","33","4","4","4","3","2","1","4","4","3","2","1"
" Adam"," Vinatieri","9","2017","10","13","0","139","44","44","31","27","7","115","35","32","27","25","4","2","2","3","3","0","2","2","3","3","0"
" Blair"," Walsh","9","2017","0","16","1","53","19","15","16","12","1","147","37","33","39","34","6","5","5","2","2","0","5","5","2","2","0"
" Matt"," Bryant","10","2017","11","13","1","170","57","56","37","34","6","68","26","26","18","14","0","2","2","1","1","1","2","2","1","1","1"
" Chandler"," Catanzaro","10","2017","4","16","0","112","47","43","28","21","3","137","58","53","31","28","0","4","4","2","2","0","4","4","2","2","0"
" Mason"," Crosby","10","2017","13","9","0","124","47","44","30","26","1","116","36","36","28","24","4","2","2","2","1","0","2","2","2","1","0"
" Phil"," Dawson","10","2017","4","6","1","89","34","33","21","18","1","98","21","20","27","24","3","2","2","3","2","0","2","2","3","2","0"
" Kaimi"," Fairbairn","10","2017","1","2","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","0","0","2","2","1","0","0"
" Graham"," Gano","10","2017","9","22","1","127","34","31","38","30","3","150","59","56","36","30","2","2","2","2","2","0","2","2","2","2","0"
" Robbie"," Gould","10","2017","7","23","1","50","23","20","10","10","0","141","29","28","39","33","7","1","1","1","1","0","1","1","1","1","0"
" Stephen"," Hauschka","10","2017","4","5","1","130","35","29","37","33","1","139","44","40","31","29","6","3","3","0","0","0","3","3","0","0","0"
" Josh"," Lambo","10","2017","6","10","1","120","46","42","32","26","0","114","32","28","32","26","4","2","2","3","3","1","2","2","3","3","1"
" Wil"," Lutz","10","2017","13","12","0","139","50","49","34","28","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","3","2","1","0","4","3","2","1","0"
" Brandon"," McManus","10","2017","10","19","1","125","33","32","34","29","3","135","36","35","35","30","5","2","2","3","3","2","2","2","3","3","2"
" Patrick"," Murray","10","2017","9","17","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","2","1","1","1","1","2","1","1"
" Cody"," Parkey","10","2017","3","10","0","82","21","20","25","20","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","1","1","1","0","2","1","1","1","0"
" Matt"," Prater","10","2017","8","21","1","138","33","31","36","31","7","112","39","36","24","22","5","3","3","4","3","0","3","3","4","3","0"
" Aldrick"," Rosas","10","2017","7","22","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","1","1","2","2","2","1","1"
" Nick"," Rose","10","2017","14","18","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Ryan"," Succop","10","2017","6","13","1","111","41","39","24","22","3","73","31","29","16","14","1","3","2","1","1","0","3","2","1","1","0"
" Adam"," Vinatieri","10","2017","5","8","1","139","44","44","31","27","7","115","35","32","27","25","4","2","2","2","2","1","2","2","2","2","1"
" Blair"," Walsh","10","2017","8","21","0","53","19","15","16","12","1","147","37","33","39","34","6","0","0","3","0","0","0","0","3","0","0"
" Greg"," Zuerlein","10","2017","17","11","1","84","23","23","22","19","2","92","28","26","30","20","3","6","6","3","3","0","6","6","3","3","0"
" Connor"," Barth","11","2017","6","3","1","87","32","31","23","18","1","100","26","25","28","23","3","1","1","3","3","0","1","1","3","3","0"
" Chris"," Boswell","11","2017","18","23","1","99","36","36","25","21","0","117","27","26","32","29","2","1","0","3","2","0","1","0","3","2","0"
" Matt"," Bryant","11","2017","10","8","0","170","57","56","37","34","6","68","26","26","18","14","0","3","3","2","2","1","3","3","2","2","1"
" Randy"," Bullock","11","2017","2","21","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","2","0","0","0","3","2","0","0","0"
" Phil"," Dawson","11","2017","3","10","0","89","34","33","21","18","1","98","21","20","27","24","3","2","1","1","1","0","2","1","1","1","0"
" Kaimi"," Fairbairn","11","2017","7","21","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","0","0","1","1","1","0","0"
" Kai"," Forbath","11","2017","6","3","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","68","35","34","15","10","2","5","5","1","1","1","5","5","1","1","1"
" Zane"," Gonzalez","11","2017","1","1","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Stephen"," Gostkowski","11","2017","19","25","0","131","49","46","32","27","2","159","52","52","36","33","4","5","5","2","2","0","5","5","2","2","0"
" Stephen"," Hauschka","11","2017","8","6","0","130","35","29","37","33","1","139","44","40","31","29","6","1","1","1","1","0","1","1","1","1","0"
" Josh"," Lambo","11","2017","7","20","0","120","46","42","32","26","0","114","32","28","32","26","4","1","0","2","2","0","1","0","2","2","0"
" Wil"," Lutz","11","2017","16","17","1","139","50","49","34","28","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","6","5","2","2","1","6","5","2","2","1"
" Brandon"," McManus","11","2017","5","12","1","125","33","32","34","29","3","135","36","35","35","30","5","1","1","3","3","0","1","1","3","3","0"
" Patrick"," Murray","11","2017","12","24","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","0","0","3","3","0","0","0","3","3","0"
" Nick"," Novak","11","2017","18","15","1","133","25","22","41","35","3","87","31","29","21","18","2","2","2","1","1","1","2","2","1","1","1"
" Cody"," Parkey","11","2017","8","13","1","82","21","20","25","20","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","0","0","0","3","3","0","0","0"
" Matt"," Prater","11","2017","11","9","0","138","33","31","36","31","7","112","39","36","24","22","5","5","5","1","1","0","5","5","1","1","0"
" Aldrick"," Rosas","11","2017","6","11","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","3","2","0","1","1","3","2","0"
" Nick"," Rose","11","2017","7","5","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","3","3","1","3","3","3","3","1"
" Ryan"," Succop","11","2017","5","7","0","111","41","39","24","22","3","73","31","29","16","14","1","3","3","2","1","0","3","3","2","1","0"
" Blair"," Walsh","11","2017","11","14","1","53","19","15","16","12","1","147","37","33","39","34","6","2","2","2","2","0","2","2","2","2","0"
" Greg"," Zuerlein","11","2017","1","16","0","84","23","23","22","19","2","92","28","26","30","20","3","3","3","4","4","1","3","3","4","4","1"
" Chris"," Boswell","12","2017","7","20","1","99","36","36","25","21","0","117","27","26","32","29","2","4","4","4","4","1","4","4","4","4","1"
" Matt"," Bryant","12","2017","10","18","1","170","57","56","37","34","6","68","26","26","18","14","0","4","4","2","2","0","4","4","2","2","0"
" Randy"," Bullock","12","2017","12","27","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","2","0","0","0","3","2","0","0","0"
" Harrison"," Butker","12","2017","4","17","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","0","0","3","3","0","0","0","3","3","0"
" Phil"," Dawson","12","2017","15","1","1","89","34","33","21","18","1","98","21","20","27","24","3","3","3","0","0","0","3","3","0","0","0"
" Jake"," Elliott","12","2017","7","11","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","0","0","1","1","1","0","0"
" Kaimi"," Fairbairn","12","2017","10","2","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","1","1","0","4","4","1","1","0"
" Kai"," Forbath","12","2017","6","6","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","68","35","34","15","10","2","3","3","3","1","0","3","3","3","1","0"
" Zane"," Gonzalez","12","2017","10","13","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","0","0","0","1","1","0","0","0"
" Stephen"," Gostkowski","12","2017","5","28","1","131","49","46","32","27","2","159","52","52","36","33","4","3","3","4","4","2","3","3","4","4","2"
" Stephen"," Hauschka","12","2017","12","14","0","130","35","29","37","33","1","139","44","40","31","29","6","3","3","1","1","1","3","3","1","1","1"
" Josh"," Lambo","12","2017","6","24","0","120","46","42","32","26","0","114","32","28","32","26","4","1","1","3","2","0","1","1","3","2","0"
" Wil"," Lutz","12","2017","10","5","0","139","50","49","34","28","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","4","4","1","2","2","4","4","1"
" Brandon"," McManus","12","2017","2","30","0","125","33","32","34","29","3","135","36","35","35","30","5","2","2","2","1","0","2","2","2","1","0"
" Patrick"," Murray","12","2017","8","18","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","4","3","0","3","3","4","3","0"
" Nick"," Novak","12","2017","3","23","0","133","25","22","41","35","3","87","31","29","21","18","2","6","6","5","4","0","6","6","5","4","0"
" Cody"," Parkey","12","2017","5","12","0","82","21","20","25","20","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","2","0","2","2","2","2","0"
" Matt"," Prater","12","2017","13","19","1","138","33","31","36","31","7","112","39","36","24","22","5","3","3","2","2","1","3","3","2","2","1"
" Aldrick"," Rosas","12","2017","4","16","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","0","2","2","0","1","0","2","2","0"
" Nick"," Rose","12","2017","8","22","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","1","1","0","4","4","1","1","0"
" Ryan"," Succop","12","2017","8","21","0","111","41","39","24","22","3","73","31","29","16","14","1","2","2","2","1","0","2","2","2","1","0"
" Justin"," Tucker","12","2017","13","15","1","161","27","27","39","38","10","136","29","29","40","33","4","2","2","3","3","0","2","2","3","3","0"
" Blair"," Walsh","12","2017","6","29","0","53","19","15","16","12","1","147","37","33","39","34","6","2","2","4","3","0","2","2","4","3","0"
" Greg"," Zuerlein","12","2017","16","7","1","84","23","23","22","19","2","92","28","26","30","20","3","1","1","0","0","0","1","1","0","0","0"
" Chris"," Boswell","13","2017","11","13","0","99","36","36","25","21","0","117","27","26","32","29","2","3","2","1","1","1","3","2","1","1","1"
" Matt"," Bryant","13","2017","9","17","1","170","57","56","37","34","6","68","26","26","18","14","0","4","4","2","2","0","4","4","2","2","0"
" Randy"," Bullock","13","2017","8","8","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","3","3","0","3","3","3","3","0"
" Harrison"," Butker","13","2017","7","25","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","1","0","1","1","1","1","0"
" Chandler"," Catanzaro","13","2017","12","18","1","112","47","43","28","21","3","137","58","53","31","28","0","3","3","2","2","0","3","3","2","2","0"
" Mason"," Crosby","13","2017","8","16","1","124","47","44","30","26","1","116","36","36","28","24","4","4","4","1","0","0","4","4","1","0","0"
" Phil"," Dawson","13","2017","6","3","1","89","34","33","21","18","1","98","21","20","27","24","3","1","1","4","4","1","1","1","4","4","1"
" Jake"," Elliott","13","2017","4","6","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","1","1","0","4","4","1","1","0"
" Kaimi"," Fairbairn","13","2017","7","21","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","3","3","0","1","1","3","3","0"
" Kai"," Forbath","13","2017","2","17","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","68","35","34","15","10","2","4","3","2","1","0","4","3","2","1","0"
" Graham"," Gano","13","2017","3","7","0","127","34","31","38","30","3","150","59","56","36","30","2","1","0","3","3","0","1","0","3","3","0"
" Zane"," Gonzalez","13","2017","4","4","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","4","3","0","1","1","4","3","0"
" Stephen"," Gostkowski","13","2017","13","15","0","131","49","46","32","27","2","159","52","52","36","33","4","5","5","0","0","0","5","5","0","0","0"
" Robbie"," Gould","13","2017","15","9","0","50","23","20","10","10","0","141","29","28","39","33","7","1","1","2","2","0","1","1","2","2","0"
" Stephen"," Hauschka","13","2017","3","10","1","130","35","29","37","33","1","139","44","40","31","29","6","1","1","4","3","1","1","1","4","3","1"
" Josh"," Lambo","13","2017","10","23","1","120","46","42","32","26","0","114","32","28","32","26","4","3","3","1","1","0","3","3","1","1","0"
" Wil"," Lutz","13","2017","7","10","1","139","50","49","34","28","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","2","1","2","2","2","2","1"
" Brandon"," McManus","13","2017","3","16","0","125","33","32","34","29","3","135","36","35","35","30","5","2","2","0","0","0","2","2","0","0","0"
" Patrick"," Murray","13","2017","8","11","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","2","0","2","2","2","2","0"
" Cody"," Parkey","13","2017","7","20","1","82","21","20","25","20","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Matt"," Prater","13","2017","2","2","0","138","33","31","36","31","7","112","39","36","24","22","5","2","2","3","3","1","2","2","3","3","1"
" Aldrick"," Rosas","13","2017","7","28","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","1","0","1","1","1","1","0"
" Nick"," Rose","13","2017","2","12","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","2","0","2","2","2","2","0"
" Ryan"," Succop","13","2017","6","14","1","111","41","39","24","22","3","73","31","29","16","14","1","2","2","2","2","0","2","2","2","2","0"
" Giorgio"," Tavecchio","13","2017","6","22","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","0","0","3","3","1","0","0"
" Justin"," Tucker","13","2017","16","7","1","161","27","27","39","38","10","136","29","29","40","33","4","2","2","3","3","1","2","2","3","3","1"
" Adam"," Vinatieri","13","2017","4","1","0","139","44","44","31","27","7","115","35","32","27","25","4","1","1","3","3","0","1","1","3","3","0"
" Blair"," Walsh","13","2017","6","5","1","53","19","15","16","12","1","147","37","33","39","34","6","3","3","2","1","0","3","3","2","1","0"
" Greg"," Zuerlein","13","2017","16","24","0","84","23","23","22","19","2","92","28","26","30","20","3","2","2","5","4","1","2","2","5","4","1"
