"fname","lname","week","yr","actual","rating","home","pts_1y","xpa_1y","xpm_1y","fga_1y","fgm_1y","gt50_1y","pts_2y","xpa_2y","xpm_2y","fga_2y","fgm_2y","gt50_2y","xpa_1wk","xpm_1wk","fga_1wk","fgm_1wk","gt50_1wk","xpa_2wk","xpm_2wk","fga_2wk","fgm_2wk","gt50_2wk"
" Justin"," Tucker","8","2015","17","27","1","137","42","42","34","29","4","152","26","26","41","38","6","1","1","1","1","0","1","1","1","1","0"
" Adam"," Vinatieri","8","2015","16","8","0","146","50","50","31","30","3","147","34","34","40","35","4","3","3","0","0","0","3","3","0","0","0"
" Blair"," Walsh","8","2015","11","26","0","117","29","29","35","26","5","125","44","43","30","26","2","2","1","5","5","2","2","1","5","5","2"
" Greg"," Zuerlein","8","2015","5","20","1","116","35","34","30","24","5","114","34","34","28","26","1","3","3","3","1","0","3","3","3","1","0"
" Dan"," Bailey","9","2015","9","4","1","141","56","56","29","25","5","143","47","47","30","28","6","0","0","4","4","1","0","0","4","4","1"
" Connor"," Barth","9","2015","14","3","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","3","3","0","2","2","3","3","0"
" Chris"," Boswell","9","2015","12","25","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","1","0","1","1","1","1","0"
" Josh"," Brown","9","2015","16","15","0","124","44","44","26","24","4","102","31","31","26","23","1","7","7","0","0","0","7","7","0","0","0"
" Matt"," Bryant","9","2015","10","21","0","141","40","40","32","29","7","117","39","39","27","24","3","2","2","2","2","0","2","2","2","2","0"
" Travis"," Coons","9","2015","4","12","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","2","0","0","0","3","2","0","0","0"
" Mason"," Crosby","9","2015","3","7","0","142","55","53","33","27","4","151","42","42","37","33","5","1","1","1","1","1","1","1","1","1","1"
" Phil"," Dawson","9","2015","5","9","1","120","33","33","31","25","6","148","44","44","36","32","4","0","0","2","2","1","0","0","2","2","1"
" Kai"," Forbath","9","2015","4","19","1","103","32","31","27","24","0","82","26","26","22","18","1","7","7","1","1","1","7","7","1","1","1"
" Andrew"," Franks","9","2015","5","12","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","0","0","1","1","1","0","0"
" Graham"," Gano","9","2015","13","11","1","123","34","34","35","29","1","126","42","42","27","24","6","3","2","3","3","1","3","2","3","3","1"
" Stephen"," Gostkowski","9","2015","9","23","1","158","51","51","37","35","1","168","44","44","41","38","5","4","4","2","2","1","4","4","2","2","1"
" Robbie"," Gould","9","2015","2","26","0","55","29","28","12","9","0","129","46","45","29","26","3","2","2","3","2","1","2","2","3","2","1"
" Sebastian"," Janikowski","9","2015","5","10","0","91","28","28","22","19","3","106","37","37","30","21","3","4","4","3","2","1","4","4","3","2","1"
" Josh"," Lambo","9","2015","7","27","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","2","2","2","0","3","2","2","2","0"
" Brandon"," McManus","9","2015","6","13","0","68","41","41","13","9","0","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","2","2","1","3","3","2","2","1"
" Mike"," Nugent","9","2015","7","17","1","117","39","39","33","26","0","112","53","52","22","18","3","1","1","4","3","0","1","1","4","3","0"
" Ryan"," Succop","9","2015","10","20","0","88","27","27","22","19","2","120","52","52","28","22","1","0","0","2","2","0","0","0","2","2","0"
" Adam"," Vinatieri","9","2015","11","1","1","146","50","50","31","30","3","147","34","34","40","35","4","2","2","4","4","1","2","2","4","4","1"
" Blair"," Walsh","9","2015","7","2","1","117","29","29","35","26","5","125","44","43","30","26","2","2","2","3","3","0","2","2","3","3","0"
" Greg"," Zuerlein","9","2015","16","10","0","116","35","34","30","24","5","114","34","34","28","26","1","2","2","2","1","0","2","2","2","1","0"
" Dan"," Bailey","10","2015","8","13","0","141","56","56","29","25","5","143","47","47","30","28","6","3","3","2","2","0","3","3","2","2","0"
" Connor"," Barth","10","2015","6","27","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","0","0","5","4","1","0","0","5","4","1"
" Chris"," Boswell","10","2015","10","20","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","4","3","0","3","3","4","3","0"
" Josh"," Brown","10","2015","16","9","1","124","44","44","26","24","4","102","31","31","26","23","1","2","2","4","4","1","2","2","4","4","1"
" Dan"," Carpenter","10","2015","10","16","0","145","32","31","38","34","6","139","32","32","36","33","4","4","4","1","1","0","4","4","1","1","0"
" Travis"," Coons","10","2015","3","6","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","1","0","1","1","1","1","0"
" Mason"," Crosby","10","2015","4","22","1","142","55","53","33","27","4","151","42","42","37","33","5","3","3","0","0","0","3","3","0","0","0"
" Kai"," Forbath","10","2015","2","20","0","103","32","31","27","24","0","82","26","26","22","18","1","4","4","1","0","0","4","4","1","0","0"
" Andrew"," Franks","10","2015","8","3","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Graham"," Gano","10","2015","9","19","0","123","34","34","35","29","1","126","42","42","27","24","6","4","4","4","3","0","4","4","4","3","0"
" Stephen"," Gostkowski","10","2015","11","2","0","158","51","51","37","35","1","168","44","44","41","38","5","3","3","2","2","0","3","3","2","2","0"
" Robbie"," Gould","10","2015","13","5","0","55","29","28","12","9","0","129","46","45","29","26","3","2","2","2","0","0","2","2","2","0","0"
" Dustin"," Hopkins","10","2015","17","23","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","1","0","1","1","1","1","0"
" Sebastian"," Janikowski","10","2015","2","8","1","91","28","28","22","19","3","106","37","37","30","21","3","5","5","0","0","0","5","5","0","0","0"
" Brandon"," McManus","10","2015","1","10","1","68","41","41","13","9","0","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","1","1","0","3","3","1","1","0"
" Jason"," Myers","10","2015","12","24","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","3","3","0","2","2","3","3","0"
" Mike"," Nugent","10","2015","6","12","1","117","39","39","33","26","0","112","53","52","22","18","3","4","4","1","1","0","4","4","1","1","0"
" Caleb"," Sturgis","10","2015","5","17","1","134","41","41","37","29","3","117","33","33","34","26","3","3","3","2","2","1","3","3","2","2","1"
" Ryan"," Succop","10","2015","4","7","1","88","27","27","22","19","2","120","52","52","28","22","1","2","2","3","2","1","2","2","3","2","1"
" Blair"," Walsh","10","2015","12","26","0","117","29","29","35","26","5","125","44","43","30","26","2","1","1","2","2","0","1","1","2","2","0"
" Greg"," Zuerlein","10","2015","7","28","1","116","35","34","30","24","5","114","34","34","28","26","1","0","0","5","4","2","0","0","5","4","2"
" Dan"," Bailey","11","2015","6","14","0","141","56","56","29","25","5","143","47","47","30","28","6","0","0","3","2","1","0","0","3","2","1"
" Connor"," Barth","11","2015","9","5","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","2","1","1","1","1","2","1","1"
" Randy"," Bullock","11","2015","5","10","0","138","40","40","35","30","4","106","26","26","35","26","1","2","2","1","1","0","2","2","1","1","0"
" Dan"," Carpenter","11","2015","9","8","0","145","32","31","38","34","6","139","32","32","36","33","4","2","1","3","3","0","2","1","3","3","0"
" Chandler"," Catanzaro","11","2015","10","11","1","118","27","27","33","29","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","3","3","0","4","4","3","3","0"
" Mason"," Crosby","11","2015","18","11","0","142","55","53","33","27","4","151","42","42","37","33","5","1","1","2","1","0","1","1","2","1","0"
" Andrew"," Franks","11","2015","2","21","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","2","0","2","2","2","2","0"
" Graham"," Gano","11","2015","14","16","1","123","34","34","35","29","1","126","42","42","27","24","6","3","3","2","2","0","3","3","2","2","0"
" Stephen"," Gostkowski","11","2015","8","9","1","158","51","51","37","35","1","168","44","44","41","38","5","3","3","2","2","1","3","3","2","2","1"
" Robbie"," Gould","11","2015","9","1","1","55","29","28","12","9","0","129","46","45","29","26","3","4","4","3","3","0","4","4","3","3","0"
" Stephen"," Hauschka","11","2015","5","22","1","138","41","41","37","31","2","149","44","44","35","33","3","2","2","2","2","0","2","2","2","2","0"
" Dustin"," Hopkins","11","2015","2","2","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","5","5","4","4","0","5","5","4","4","0"
" Sebastian"," Janikowski","11","2015","9","20","0","91","28","28","22","19","3","106","37","37","30","21","3","2","2","0","0","0","2","2","0","0","0"
" Brandon"," McManus","11","2015","5","24","0","68","41","41","13","9","0","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","0","0","0","1","1","0","0","0"
" Jason"," Myers","11","2015","13","15","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","4","3","1","1","1","4","3","1"
" Nick"," Novak","11","2015","6","14","1","112","40","40","26","22","3","148","42","42","37","34","2","1","1","1","1","0","1","1","1","1","0"
" Mike"," Nugent","11","2015","7","5","0","117","39","39","33","26","0","112","53","52","22","18","3","0","0","2","2","0","0","0","2","2","0"
" Matt"," Prater","11","2015","12","21","1","90","21","21","26","21","3","162","75","75","26","25","6","2","0","2","2","1","2","0","2","2","1"
" Cairo"," Santos","11","2015","9","25","0","115","38","38","30","25","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","6","5","1","2","2","6","5","1"
" Caleb"," Sturgis","11","2015","5","6","1","134","41","41","37","29","3","117","33","33","34","26","3","2","2","2","1","0","2","2","2","1","0"
" Ryan"," Succop","11","2015","7","18","0","88","27","27","22","19","2","120","52","52","28","22","1","1","1","1","1","0","1","1","1","1","0"
" Justin"," Tucker","11","2015","10","4","1","137","42","42","34","29","4","152","26","26","41","38","6","2","2","1","0","0","2","2","1","0","0"
" Blair"," Walsh","11","2015","1","11","1","117","29","29","35","26","5","125","44","43","30","26","2","3","3","5","3","0","3","3","5","3","0"
" Greg"," Zuerlein","11","2015","1","17","0","116","35","34","30","24","5","114","34","34","28","26","1","1","1","2","2","0","1","1","2","2","0"
" Dan"," Bailey","12","2015","6","2","1","141","56","56","29","25","5","143","47","47","30","28","6","3","3","1","1","0","3","3","1","1","0"
" Connor"," Barth","12","2015","6","13","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","6","6","1","1","0","6","6","1","1","0"
" Randy"," Bullock","12","2015","8","18","1","138","40","40","35","30","4","106","26","26","35","26","1","2","2","1","1","0","2","2","1","1","0"
" Dan"," Carpenter","12","2015","4","6","0","145","32","31","38","34","6","139","32","32","36","33","4","1","1","3","2","1","1","1","3","2","1"
" Chandler"," Catanzaro","12","2015","7","26","0","118","27","27","33","29","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","2","2","0","4","4","2","2","0"
" Mason"," Crosby","12","2015","9","23","1","142","55","53","33","27","4","151","42","42","37","33","5","1","1","5","5","1","1","1","5","5","1"
" Phil"," Dawson","12","2015","9","4","1","120","33","33","31","25","6","148","44","44","36","32","4","1","1","2","2","0","1","1","2","2","0"
" Andrew"," Franks","12","2015","2","15","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","0","0","0","2","2","0","0","0"
