"fname","lname","week","yr","actual","rating","home","pts_1y","ruyds_1y","rutd_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","ruatt_2y","ruyds_2y","rutd_2y","rerec_2y","reyds_2y","retd_2y","ruyds_1wk","rutd_1wk","rerec_1wk","reyds_1wk","retd_1wk","ruyds_2wk","rutd_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" Mohamed"," Sanu","9","2017","8","10","0","84","5","0","59","653","4","47","10","71","2","33","394","0","0","0","6","74","1","0","0","6","65","0"
" Nelson"," Agholor","9","2017","3","20","1","45","14","0","36","365","2","30","0","0","0","23","283","1","0","0","3","26","0","0","0","4","45","1"
" Paul"," Richardson","9","2017","4","16","1","31","5","0","21","288","1","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","105","2","0","0","2","61","1"
" Robby"," Anderson","9","2017","10","11","1","69","42","0","42","587","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","1","0","6","104","1","0","0","3","35","1"
" Ryan"," Grant","9","2017","3","7","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","33","0","0","0","23","268","2","0","0","5","38","0","0","0","3","19","0"
" Taylor"," Gabriel","9","2017","5","10","0","98","51","1","35","579","6","21","0","0","0","28","241","0","0","0","1","-3","0","-5","0","2","24","0"
" Ted"," Ginn","9","2017","11","23","1","97","98","0","54","752","4","133","4","60","0","44","739","10","0","0","2","68","0","0","0","7","141","0"
" Trent"," Taylor","9","2017","2","25","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","33","0","0","0","5","39","0"
" TY"," Hilton","9","2017","29","13","0","176","0","0","91","1448","6","135","0","0","0","69","1124","5","0","0","2","15","0","0","0","2","27","0"
" Tyreek"," Hill","9","2017","12","15","0","127","267","3","61","593","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","38","0","7","0","6","125","1"
" Zay"," Jones","9","2017","11","19","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","32","0","0","0","2","17","0"
" AJ"," Green","10","2017","17","20","0","116","0","0","66","964","4","180","0","0","0","86","1297","10","0","0","1","6","0","0","0","3","27","1"
" Brandon"," Coleman","10","2017","3","12","0","39","0","0","26","281","3","53","0","0","0","30","454","2","0","0","1","7","0","0","0","1","54","0"
" Brandon"," LaFell","10","2017","15","20","0","115","-2","0","64","862","6","45","2","9","0","37","515","0","0","0","2","28","0","0","0","4","44","0"
" Bruce"," Ellington","10","2017","10","2","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","22","0","0","0","1","13","0"
" Chester"," Rogers","10","2017","16","8","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","17","0","0","0","2","9","0"
" Chris"," Godwin","10","2017","6","17","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","9","0","0","0","1","8","0"
" Cody"," Latimer","10","2017","2","19","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","51","0","0","0","2","15","0"
" Cole"," Beasley","10","2017","2","17","0","105","7","0","75","833","5","75","0","0","0","52","536","5","0","0","4","24","2","0","0","2","8","0"
" Curtis"," Samuel","10","2017","4","22","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","14","0","3","23","0","11","0","2","15","0"
" DeAndre"," Hopkins","10","2017","11","2","0","112","0","0","78","954","4","211","0","0","0","111","1521","11","0","0","6","86","1","0","0","8","224","1"
" Demaryius"," Thomas","10","2017","10","19","1","132","0","0","90","1083","5","158","0","0","0","105","1304","6","0","0","8","70","1","0","0","5","66","0"
" DeSean"," Jackson","10","2017","8","17","1","118","0","0","56","1005","4","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","8","0","2","25","0","0","0","3","37","0"
" Devin"," Funchess","10","2017","21","22","1","55","0","0","23","371","4","71","0","0","0","31","473","5","0","0","5","86","0","0","0","2","11","0"
" Dez"," Bryant","10","2017","3","17","0","129","0","0","50","796","8","54","0","0","0","31","401","3","0","0","6","73","0","0","0","4","39","0"
" Doug"," Baldwin","10","2017","9","21","0","154","2","0","94","1128","7","184","0","0","0","78","1069","14","0","0","7","108","1","0","0","6","54","0"
" Golden"," Tate","10","2017","15","21","1","125","4","0","91","1077","4","112","6","41","0","90","813","6","0","0","7","113","0","0","0","7","86","0"
" Jarvis"," Landry","10","2017","10","10","0","130","17","0","94","1136","4","149","18","113","1","110","1157","4","0","0","6","32","1","0","0","5","33","0"
" JD"," McKissic","10","2017","4","21","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","12","0","2","14","0","6","0","1","6","0"
" Jermaine"," Kearse","10","2017","3","16","0","49","0","0","41","510","1","93","0","0","0","49","685","5","0","0","2","38","0","0","0","2","14","0"
" Josh"," Doctson","10","2017","3","18","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","59","0","0","0","1","1","1"
" Julio"," Jones","10","2017","5","13","1","170","0","0","83","1409","6","226","0","0","0","136","1871","8","0","0","6","118","0","0","0","3","74","0"
" Kenny"," Stills","10","2017","6","10","0","121","0","0","42","726","9","57","0","0","0","27","440","3","0","0","3","28","0","0","0","5","65","0"
" Marvin"," Jones","10","2017","2","21","1","110","3","0","55","930","4","101","5","33","0","65","816","4","0","0","7","107","2","0","0","6","128","0"
" Michael"," Thomas","10","2017","11","12","0","159","0","0","92","1137","9","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","8","65","0","0","0","7","77","0"
" Mohamed"," Sanu","10","2017","2","13","1","84","5","0","59","653","4","47","10","71","2","33","394","0","0","0","3","23","1","0","0","6","74","1"
" Paul"," Richardson","10","2017","4","21","0","31","5","0","21","288","1","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","41","0","0","0","6","105","2"
" Robby"," Anderson","10","2017","14","16","0","69","42","0","42","587","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","48","1","1","0","6","104","1"
" Russell"," Shepard","10","2017","4","22","1","40","9","0","23","341","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","11","0","0","0","0","0","0","1","14","0"
" Ryan"," Grant","10","2017","2","18","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","33","0","0","0","23","268","2","0","0","3","39","0","0","0","5","38","0"
" Taylor"," Gabriel","10","2017","6","13","1","98","51","1","35","579","6","21","0","0","0","28","241","0","3","0","3","56","0","0","0","1","-3","0"
" TY"," Hilton","10","2017","2","8","1","176","0","0","91","1448","6","135","0","0","0","69","1124","5","0","0","5","175","2","0","0","2","15","0"
" AJ"," Green","11","2017","11","21","0","116","0","0","66","964","4","180","0","0","0","86","1297","10","0","0","5","115","1","0","0","1","6","0"
" Brandon"," LaFell","11","2017","3","21","0","115","-2","0","64","862","6","45","2","9","0","37","515","0","0","0","6","95","1","0","0","2","28","0"
" Bruce"," Ellington","11","2017","6","21","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","41","1","0","0","3","22","0"
" Chris"," Godwin","11","2017","3","24","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","68","0","0","0","1","9","0"
" Cody"," Latimer","11","2017","2","12","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","28","0","0","0","2","51","0"
" Cooper"," Kupp","11","2017","5","16","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","47","0","0","0","3","54","0"
" Corey"," Davis","11","2017","2","7","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","48","0","0","0","2","28","0"
" Davante"," Adams","11","2017","12","2","1","167","0","0","75","997","12","51","0","0","0","50","483","1","0","0","5","90","1","0","0","7","53","0"
" DeAndre"," Hopkins","11","2017","13","21","1","112","0","0","78","954","4","211","0","0","0","111","1521","11","0","0","7","111","0","0","0","6","86","1"
" Demaryius"," Thomas","11","2017","12","12","1","132","0","0","90","1083","5","158","0","0","0","105","1304","6","0","0","5","44","1","0","0","8","70","1"
" Deonte"," Thompson","11","2017","3","6","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","-5","0","1","10","0","0","0","7","81","1"
" DeSean"," Jackson","11","2017","8","24","0","118","0","0","56","1005","4","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","82","0","8","0","2","25","0"
" DeVante"," Parker","11","2017","2","13","1","92","0","0","56","744","4","64","0","0","0","26","494","3","0","0","6","66","0","0","0","5","76","0"
" Dez"," Bryant","11","2017","6","4","1","129","0","0","50","796","8","54","0","0","0","31","401","3","0","0","4","39","0","0","0","6","73","0"
" Doug"," Baldwin","11","2017","10","14","1","154","2","0","94","1128","7","184","0","0","0","78","1069","14","0","0","5","95","0","0","0","7","108","1"
" Eric"," Decker","11","2017","3","7","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","167","0","0","0","80","1027","12","0","0","2","19","0","0","0","3","21","1"
" Golden"," Tate","11","2017","3","9","0","125","4","0","91","1077","4","112","6","41","0","90","813","6","0","0","6","97","1","0","0","7","113","0"
" Jaron"," Brown","11","2017","2","10","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","13","0","0","0","1","3","1"
" Jarvis"," Landry","11","2017","14","13","1","130","17","0","94","1136","4","149","18","113","1","110","1157","4","0","0","5","42","1","0","0","6","32","1"
" JD"," McKissic","11","2017","5","14","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","26","0","4","20","0","12","0","2","14","0"
" Jordy"," Nelson","11","2017","2","2","1","201","0","0","97","1257","14","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","20","0","0","0","4","35","0"
" Josh"," Doctson","11","2017","8","5","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","30","0","0","0","3","59","0"
" Julio"," Jones","11","2017","7","8","0","170","0","0","83","1409","6","226","0","0","0","136","1871","8","0","0","6","57","0","0","0","6","118","0"
" Justin"," Hardy","11","2017","2","8","0","39","0","0","21","203","4","15","0","0","0","21","194","0","0","0","2","7","1","0","0","2","26","0"
" Keelan"," Cole","11","2017","2","20","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","61","0","0","0","3","47","0"
" Kenny"," Stills","11","2017","24","13","1","121","0","0","42","726","9","57","0","0","0","27","440","3","0","0","5","67","0","0","0","3","28","0"
" Larry"," Fitzgerald","11","2017","15","10","0","132","5","0","107","1023","6","166","0","0","0","109","1215","9","0","0","10","113","0","0","0","5","70","0"
" Marqise"," Lee","11","2017","4","20","0","104","35","0","63","851","3","23","5","38","0","15","191","1","0","0","6","55","1","0","0","8","75","1"
" Marvin"," Jones","11","2017","14","9","0","110","3","0","55","930","4","101","5","33","0","65","816","4","0","0","1","22","0","0","0","7","107","2"
" Michael"," Thomas","11","2017","9","17","1","159","0","0","92","1137","9","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","9","117","0","0","0","8","65","0"
" Mohamed"," Sanu","11","2017","9","8","0","84","5","0","59","653","4","47","10","71","2","33","394","0","0","0","3","29","0","0","0","3","23","1"
" Paul"," Richardson","11","2017","5","14","1","31","5","0","21","288","1","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","43","0","0","0","3","41","0"
" Randall"," Cobb","11","2017","3","2","1","83","33","0","60","610","4","114","13","50","0","79","829","6","8","0","3","52","0","1","0","5","58","0"
" Rishard"," Matthews","11","2017","17","7","0","142","0","0","65","945","9","86","1","4","0","43","662","4","0","0","5","50","0","0","0","4","70","1"
" Robert"," Woods","11","2017","8","16","0","63","6","0","51","613","1","65","1","0","0","47","552","3","0","0","8","171","2","0","0","4","70","2"
" Roger"," Lewis","11","2017","5","11","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","33","1","0","0","1","4","0"
" Ryan"," Grant","11","2017","11","5","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","33","0","0","0","23","268","2","0","0","3","25","0","0","0","3","39","0"
" Sammy"," Watkins","11","2017","3","16","0","53","0","0","28","430","2","152","1","1","0","60","1047","9","0","0","2","41","1","0","0","1","67","1"
" Tavarres"," King","11","2017","4","11","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","11","0","2","22","0","0","0","3","33","1"
" Ted"," Ginn","11","2017","8","17","1","97","98","0","54","752","4","133","4","60","0","44","739","10","0","0","1","3","0","0","0","4","59","1"
" Terrance"," Williams","11","2017","3","4","1","77","0","0","44","594","4","96","0","0","0","52","840","3","0","0","1","9","0","0","0","9","141","0"
" TJ"," Jones","11","2017","5","9","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","2","0","0","0","2","29","0"
" Tyler"," Lockett","11","2017","3","14","1","75","114","1","41","597","1","93","5","20","0","51","664","6","0","0","1","16","0","0","0","2","10","0"
" Adam"," Humphries","12","2017","3","18","0","68","18","0","55","622","2","29","0","0","0","27","260","1","0","0","2","11","0","0","0","2","17","0"
" Adam"," Thielen","12","2017","8","6","0","121","15","0","69","967","5","19","4","89","0","12","144","0","0","0","6","123","1","0","0","8","166","1"
" AJ"," Green","12","2017","6","27","1","116","0","0","66","964","4","180","0","0","0","86","1297","10","0","0","4","50","1","0","0","5","115","1"
" Antonio"," Brown","12","2017","30","20","1","193","9","0","106","1284","12","239","3","28","0","136","1834","10","0","0","10","144","3","0","0","3","47","0"
" Brandin"," Cooks","12","2017","15","28","1","159","30","0","78","1173","8","162","8","18","0","84","1138","9","0","0","6","149","1","0","0","6","74","0"
" Brandon"," LaFell","12","2017","3","27","1","115","-2","0","64","862","6","45","2","9","0","37","515","0","0","0","3","37","0","0","0","6","95","1"
" Braxton"," Miller","12","2017","4","2","0","13","0","0","15","99","1","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","14","0","1","0","0","0","0"
" Bruce"," Ellington","12","2017","2","2","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","5","0","6","63","0","0","0","4","41","1"
" Cody"," Latimer","12","2017","10","30","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","21","0","0","0","3","28","0"
" Cooper"," Kupp","12","2017","11","7","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","64","0","0","0","6","47","0"
" Corey"," Davis","12","2017","3","21","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","27","0","0","0","4","48","0"
" Daniel"," Brown","12","2017","2","3","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","23","0","0","0","2","23","0"
" Davante"," Adams","12","2017","14","9","0","167","0","0","75","997","12","51","0","0","0","50","483","1","0","0","8","126","0","0","0","5","90","1"
" DeAndre"," Hopkins","12","2017","12","2","0","112","0","0","78","954","4","211","0","0","0","111","1521","11","0","0","4","76","1","0","0","7","111","0"
" DeSean"," Jackson","12","2017","6","18","0","118","0","0","56","1005","4","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","28","1","0","0","6","82","0"
" Dez"," Bryant","12","2017","3","4","1","129","0","0","50","796","8","54","0","0","0","31","401","3","0","0","8","63","0","0","0","4","39","0"
" Dontrelle"," Inman","12","2017","6","3","0","98","0","0","58","810","4","60","0","0","0","35","486","3","0","0","3","43","0","0","0","6","88","0"
" Doug"," Baldwin","12","2017","2","29","0","154","2","0","94","1128","7","184","0","0","0","78","1069","14","0","0","2","40","1","0","0","5","95","0"
" Eric"," Decker","12","2017","2","21","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","167","0","0","0","80","1027","12","0","0","3","37","0","0","0","2","19","0"
" Jamison"," Crowder","12","2017","20","22","1","117","-2","0","67","847","7","69","2","2","0","59","604","2","4","0","7","72","0","5","0","4","76","0"
" Jarius"," Wright","12","2017","2","6","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","39","1","29","0","34","442","0","0","0","1","23","0","0","0","1","7","1"
" Jaron"," Brown","12","2017","11","1","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","22","0","0","0","2","13","0"
" Jarvis"," Landry","12","2017","7","12","0","130","17","0","94","1136","4","149","18","113","1","110","1157","4","0","0","6","95","1","0","0","5","42","1"
" JD"," McKissic","12","2017","4","29","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","30","0","5","23","0","26","0","4","20","0"
" Josh"," Doctson","12","2017","8","22","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","81","0","0","0","4","30","0"
" Julio"," Jones","12","2017","38","18","1","170","0","0","83","1409","6","226","0","0","0","136","1871","8","0","0","5","71","0","0","0","6","57","0"
" Keelan"," Cole","12","2017","3","24","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","24","0","0","0","3","61","0"
" Keenan"," Allen","12","2017","23","23","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","3","0","12","159","2","6","0","4","48","0"
" Kenny"," Stills","12","2017","4","12","0","121","0","0","42","726","9","57","0","0","0","27","440","3","0","0","7","180","1","0","0","5","67","0"
" Kenny"," Britt","12","2017","5","13","0","122","0","0","68","1002","5","81","0","0","0","36","681","3","0","0","2","5","0","0","0","2","38","1"
" Kenny"," Golladay","12","2017","6","19","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","52","0","0","0","2","64","0"
" Larry"," Fitzgerald","12","2017","3","1","1","132","5","0","107","1023","6","166","0","0","0","109","1215","9","0","0","9","91","1","0","0","10","113","0"
" Martavis"," Bryant","12","2017","10","20","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","113","5","37","1","50","765","6","0","0","2","30","0","-9","0","3","42","0"
" Marvin"," Jones","12","2017","22","19","1","110","3","0","55","930","4","101","5","33","0","65","816","4","0","0","4","85","1","0","0","1","22","0"
" Michael"," Thomas","12","2017","5","5","0","159","0","0","92","1137","9","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","91","0","0","0","9","117","0"
" Mohamed"," Sanu","12","2017","14","18","1","84","5","0","59","653","4","47","10","71","2","33","394","0","3","0","3","34","1","0","0","3","29","0"
" Paul"," Richardson","12","2017","7","29","0","31","5","0","21","288","1","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","56","0","0","0","1","43","0"
" Randall"," Cobb","12","2017","11","9","0","83","33","0","60","610","4","114","13","50","0","79","829","6","0","0","3","34","0","8","0","3","52","0"
" Roger"," Lewis","12","2017","2","16","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","55","0","0","0","3","33","1"
" Sammy"," Watkins","12","2017","14","7","1","53","0","0","28","430","2","152","1","1","0","60","1047","9","0","0","3","36","0","0","0","2","41","1"
" Seth"," Devalve","12","2017","3","13","0","21","0","0","10","127","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","5","0","0","0","4","70","0"
" Stefon"," Diggs","12","2017","6","6","0","103","10","0","84","903","3","90","3","13","0","52","720","4","0","0","4","32","0","0","0","4","78","1"
" Tavarres"," King","12","2017","3","16","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","48","0","11","0","2","22","0"
" Ted"," Ginn","12","2017","7","5","0","97","98","0","54","752","4","133","4","60","0","44","739","10","-12","0","6","87","0","0","0","1","3","0"
" Terrance"," Williams","12","2017","5","4","1","77","0","0","44","594","4","96","0","0","0","52","840","3","0","0","4","35","0","0","0","1","9","0"
" Travis"," Benjamin","12","2017","5","23","0","82","-3","0","47","677","4","119","4","12","0","68","966","5","7","0","1","21","0","13","0","0","0","0"
" Tyrell"," Williams","12","2017","11","23","0","142","0","0","69","1059","7","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","11","0","0","0","2","49","0"
" Adam"," Humphries","13","2017","3","11","0","68","18","0","55","622","2","29","0","0","0","27","260","1","0","0","4","38","0","0","0","2","11","0"
" Adam"," Thielen","13","2017","5","17","0","121","15","0","69","967","5","19","4","89","0","12","144","0","0","0","8","89","0","0","0","6","123","1"
" AJ"," Green","13","2017","19","8","1","116","0","0","66","964","4","180","0","0","0","86","1297","10","0","0","5","66","0","0","0","4","50","1"
" Alshon"," Jeffery","13","2017","6","6","0","89","0","0","52","821","2","101","0","0","0","54","807","4","0","0","5","52","1","0","0","4","67","1"
" Antonio"," Brown","13","2017","16","13","0","193","9","0","106","1284","12","239","3","28","0","136","1834","10","0","0","10","169","2","0","0","10","144","3"
" Bennie"," Fowler","13","2017","2","16","0","23","0","0","11","145","2","17","0","0","0","16","203","0","0","0","3","33","1","0","0","1","18","0"
" Brandon"," LaFell","13","2017","5","8","1","115","-2","0","64","862","6","45","2","9","0","37","515","0","0","0","3","33","0","0","0","3","37","0"
" Braxton"," Miller","13","2017","7","21","0","13","0","0","15","99","1","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","43","0","0","0","2","14","0"
" Chris"," Godwin","13","2017","2","11","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","17","0","0","0","2","38","0"
