"fname","lname","week","yr","actual","rating","home","pts_1y","ruyds_1y","rutd_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","ruatt_2y","ruyds_2y","rutd_2y","rerec_2y","reyds_2y","retd_2y","ruyds_1wk","rutd_1wk","rerec_1wk","reyds_1wk","retd_1wk","ruyds_2wk","rutd_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" Marlon"," Brown","15","2014","6","20","1","93","-2","0","49","524","7","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","30","0","0","0","3","25","0"
" Marques"," Colston","15","2014","12","21","0","118","0","0","75","943","5","168","0","0","0","83","1154","10","0","0","5","72","0","0","0","3","16","1"
" Martavis"," Bryant","15","2014","3","23","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","109","1","0","0","1","23","0"
" Michael"," Floyd","15","2014","5","4","0","128","0","0","65","1041","5","60","0","0","0","45","562","2","0","0","4","85","0","0","0","5","53","0"
" Mike"," Evans","15","2014","7","23","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","45","2","0","0","4","49","0"
" Mike"," Wallace","15","2014","16","6","0","117","33","0","73","930","5","124","5","7","0","64","836","8","0","0","3","39","0","0","0","6","69","0"
" Nate"," Washington","15","2014","10","27","1","104","0","0","58","919","3","92","0","0","0","46","746","4","0","0","3","56","0","0","0","5","61","1"
" Odell"," Beckham","15","2014","31","25","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","9","0","11","130","1","4","0","7","90","0"
" Paul"," Richardson","15","2014","9","13","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","27","0","0","0","1","6","0"
" Philly"," Brown","15","2014","2","17","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","42","0","4","0","2","34","1"
" Pierre"," Garcon","15","2014","3","18","0","155","19","0","113","1346","5","82","2","9","0","44","633","4","0","0","9","95","0","0","0","3","9","0"
" Randall"," Cobb","15","2014","10","2","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","145","10","132","0","80","954","8","-1","0","4","58","0","8","0","7","85","0"
" Robert"," Woods","15","2014","2","12","1","73","16","0","40","587","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","36","0","0","0","4","71","0"
" Rueben"," Randle","15","2014","3","25","1","92","0","0","41","611","6","44","0","0","0","19","298","3","0","0","1","9","0","0","0","3","52","0"
" Sammy"," Watkins","15","2014","2","12","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","7","127","0","0","0","3","11","0"
" Stedman"," Bailey","15","2014","8","5","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","47","0","0","0","5","100","0"
" Steve"," Smith","15","2014","3","20","1","94","0","0","64","745","4","144","3","27","0","85","1287","4","0","0","7","70","1","0","0","1","2","0"
" TY"," Hilton","15","2014","5","3","1","132","6","0","82","1083","5","127","5","29","0","50","861","7","0","0","10","150","2","0","0","5","62","1"
" Vincent"," Jackson","15","2014","7","23","0","156","0","0","78","1224","7","181","0","0","0","72","1384","8","0","0","10","159","0","0","0","2","24","0"
" Albert"," Wilson","16","2014","8","15","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","69","0","0","0","4","53","0"
" Allen"," Hurns","16","2014","2","25","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","70","0","0","0","5","36","1"
" Alshon"," Jeffery","16","2014","13","10","1","187","105","0","89","1421","7","51","0","0","0","24","367","3","0","0","4","78","1","0","0","6","95","1"
" Andre"," Holmes","16","2014","7","2","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","70","0","0","0","2","38","0"
" Andrew"," Hawkins","16","2014","2","24","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","71","6","30","0","51","533","4","0","0","2","7","0","0","0","4","38","0"
" Anquan"," Boldin","16","2014","6","23","1","153","11","0","85","1179","7","111","1","3","0","65","921","4","0","0","2","23","0","4","0","4","54","0"
" Antonio"," Brown","16","2014","13","18","1","191","4","0","110","1499","8","98","7","24","0","66","787","5","0","0","10","123","0","0","0","9","117","0"
" Brandon"," Gibson","16","2014","5","12","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","93","0","0","0","51","691","5","0","0","3","29","0","0","0","1","7","0"
" Brandon"," LaFell","16","2014","6","27","0","86","15","0","49","627","5","88","3","35","0","44","677","4","0","0","6","66","0","0","0","4","41","0"
" Calvin"," Johnson","16","2014","10","20","0","213","0","0","84","1492","12","217","0","0","0","122","1964","5","0","0","4","53","0","0","0","8","158","1"
" Charles"," Johnson","16","2014","3","7","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","72","0","0","0","4","103","1"
" Chris"," Hogan","16","2014","4","29","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","6","0","0","0","7","54","1"
" Cole"," Beasley","16","2014","8","14","1","40","0","0","39","368","2","9","0","0","0","15","128","0","0","0","4","42","0","0","0","3","42","2"
" Damaris"," Johnson","16","2014","2","6","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","20","3","12","0","19","256","0","0","0","2","21","0","12","0","1","11","0"
" Danny"," Amendola","16","2014","6","27","0","70","1","0","54","633","2","80","2","8","0","63","666","3","0","0","1","11","0","0","0","3","7","0"
" DeAndre"," Hopkins","16","2014","3","6","1","82","0","0","52","802","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","77","0","0","0","4","49","0"
" Demaryius"," Thomas","16","2014","11","18","0","220","0","0","92","1430","14","194","0","0","0","94","1434","10","0","0","6","123","1","0","0","2","11","0"
" Dez"," Bryant","16","2014","13","14","1","195","1","0","93","1233","13","203","2","-5","0","92","1382","12","0","0","6","114","3","0","0","6","82","0"
" Doug"," Baldwin","16","2014","11","5","0","101","6","0","50","778","5","47","0","0","0","29","366","3","0","0","3","53","0","0","0","5","97","1"
" Dwayne"," Bowe","16","2014","5","15","0","90","0","0","57","673","5","92","0","0","0","59","801","3","0","0","3","69","0","0","0","2","29","0"
" Eddie"," Royal","16","2014","15","13","0","105","21","0","47","631","8","27","3","22","0","23","234","1","0","0","3","27","0","0","0","2","30","0"
" Emmanuel"," Sanders","16","2014","19","18","0","105","25","0","67","740","6","62","1","4","0","44","626","1","0","0","3","53","0","13","0","4","56","0"
" Eric"," Decker","16","2014","2","4","1","188","0","0","87","1288","11","176","0","0","0","85","1064","13","0","0","7","100","0","0","0","6","89","0"
" Golden"," Tate","16","2014","6","20","0","113","31","0","64","898","5","110","3","20","0","45","688","7","5","0","7","38","1","0","0","4","50","0"
" Greg"," Jennings","16","2014","11","7","0","97","0","0","68","804","4","57","0","0","0","36","366","4","0","0","3","43","1","0","0","5","52","0"
" Harry"," Douglas","16","2014","4","28","0","108","0","0","85","1067","2","39","2","4","0","38","395","1","0","0","10","131","0","0","0","2","11","1"
" James"," Jones","16","2014","6","2","1","92","0","0","59","817","3","158","0","0","0","64","784","14","0","0","8","57","1","0","0","2","11","0"
" Jarius"," Wright","16","2014","11","7","0","57","0","0","26","434","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","49","0","23","0","4","123","1"
" Jarvis"," Landry","16","2014","2","12","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","8","99","0","0","0","6","55","0"
" Jason"," Avant","16","2014","3","18","1","50","0","0","38","447","2","59","0","0","0","53","648","0","0","0","1","14","0","0","0","5","64","0"
" Jeremy"," Maclin","16","2014","6","26","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","120","0","0","0","69","857","7","0","0","4","98","0","0","0","3","21","1"
" Jerricho"," Cotchery","16","2014","4","8","1","113","-5","0","46","602","10","17","0","0","0","17","205","0","0","0","5","47","1","0","0","1","9","0"
" Jordy"," Nelson","16","2014","17","22","0","173","0","0","85","1314","8","114","0","0","0","49","745","7","0","0","5","55","0","0","0","8","146","2"
" Kelvin"," Benjamin","16","2014","4","8","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","8","104","0","0","0","2","24","1"
" Kenny"," Stills","16","2014","6","22","1","88","10","0","32","641","5","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","67","0","0","0","3","23","0"
" Kenny"," Britt","16","2014","10","19","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","79","0","0","0","45","589","4","0","0","5","65","0","0","0","2","52","0"
" Larry"," Fitzgerald","16","2014","3","11","1","147","8","0","82","954","10","99","0","0","0","71","798","4","0","0","7","30","0","0","0","4","34","0"
" Malcom"," Floyd","16","2014","11","13","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","105","0","0","0","56","814","5","0","0","3","34","0","0","0","3","54","1"
" Markus"," Wheaton","16","2014","2","18","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","66","0","0","0","2","31","0"
" Marqise"," Lee","16","2014","6","25","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","14","0","4","0","5","67","0"
" Marques"," Colston","16","2014","8","22","1","118","0","0","75","943","5","168","0","0","0","83","1154","10","0","0","5","65","1","0","0","5","72","0"
" Marquess"," Wilson","16","2014","6","10","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","16","1","0","0","2","19","0"
" Martavis"," Bryant","16","2014","4","18","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","31","0","0","0","4","109","1"
" Michael"," Floyd","16","2014","4","11","1","128","0","0","65","1041","5","60","0","0","0","45","562","2","0","0","2","55","0","0","0","4","85","0"
