"fname","lname","week","yr","actual","rating","home","pts_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","rerec_2y","reyds_2y","retd_2y","pts_1wk","rerec_1wk","reyds_1wk","retd_1wk","pts_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" Coby"," Fleener","3","2017","2","10","0","78","50","631","3","63","54","491","3","9","3","33","1","11","5","54","1"
" David"," Njoku","3","2017","7","13","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","3","27","1","2","2","20","0"
" Delanie"," Walker","3","2017","3","17","1","117","65","800","7","143","94","1088","6","12","4","61","0","7","7","76","0"
" Evan"," Engram","3","2017","4","7","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","4","49","1","4","4","44","0"
" Jared"," Cook","3","2017","10","5","0","37","30","377","1","42","39","481","0","2","4","25","0","5","5","56","0"
" Jesse"," James","3","2017","1","15","0","45","39","338","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","4","27","0","16","6","41","2"
" Jimmy"," Graham","3","2017","7","19","0","120","65","923","6","69","48","605","2","0","1","1","0","0","3","8","0"
" Nick"," Boyle","3","2017","1","2","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","9","0","1","1","14","0"
" Rob"," Gronkowski","3","2017","14","13","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","176","72","1176","11","17","6","116","1","3","2","33","0"
" Virgil"," Green","3","2017","1","8","0","25","22","237","1","19","12","173","1","7","2","11","1","4","1","44","0"
" Zach"," Ertz","3","2017","10","19","1","98","78","816","4","90","75","853","2","9","5","97","0","9","8","93","0"
" Zach"," Miller","3","2017","1","6","1","69","47","486","4","69","34","439","5","4","6","42","0","3","4","39","0"
" Antonio"," Gates","4","2017","1","8","1","91","53","548","7","88","56","630","5","3","2","30","0","7","2","11","1"
" Austin"," Hooper","4","2017","5","4","1","40","19","271","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","9","0","0","2","7","0"
" Benjamin"," Watson","4","2017","4","3","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","109","74","825","6","7","3","12","1","9","8","91","0"
" Brandon"," Williams","4","2017","3","8","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","7","0","2","1","20","0"
" Cameron"," Brate","4","2017","14","20","1","106","57","660","8","41","23","288","3","9","4","33","1","2","2","24","0"
" Charles"," Clay","4","2017","11","14","0","73","57","552","4","65","51","528","3","9","6","39","1","2","3","23","0"
" Coby"," Fleener","4","2017","2","22","0","78","50","631","3","63","54","491","3","2","1","21","0","9","3","33","1"
" Darren"," Fells","4","2017","4","16","0","17","14","154","1","44","21","311","3","0","1","8","0","0","1","3","0"
" David"," Njoku","4","2017","1","9","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","2","12","1","8","3","27","1"
" Delanie"," Walker","4","2017","5","6","0","117","65","800","7","143","94","1088","6","3","4","31","0","12","4","61","0"
" Ed"," Dickson","4","2017","6","19","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","17","121","2","0","1","8","0","2","2","26","0"
" Eric"," Ebron","4","2017","2","16","0","78","61","711","1","76","47","537","5","0","2","9","0","10","5","42","1"
" Evan"," Engram","4","2017","6","17","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","5","45","0","10","4","49","1"
" George"," Kittle","4","2017","3","15","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","8","0","1","2","13","0"
" Jack"," Doyle","4","2017","2","8","0","80","59","584","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","2","16","0","7","8","79","0"
" Jared"," Cook","4","2017","4","10","0","37","30","377","1","42","39","481","0","10","4","43","1","2","4","25","0"
" Jesse"," James","4","2017","4","4","0","45","39","338","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","19","0","2","4","27","0"
" Jimmy"," Graham","4","2017","6","13","1","120","65","923","6","69","48","605","2","7","7","72","0","0","1","1","0"
" Julius"," Thomas","4","2017","2","11","1","49","30","281","4","70","46","455","5","1","3","16","0","2","3","26","0"
" Kyle"," Rudolph","4","2017","3","1","1","120","83","840","7","74","49","495","5","0","1","4","0","4","4","45","0"
" Luke"," Willson","4","2017","6","13","1","20","15","129","2","22","17","213","1","11","3","53","1","2","3","25","0"
" Martellus"," Bennett","4","2017","3","19","1","105","55","701","7","56","53","439","3","1","3","12","0","4","5","47","0"
" Nick"," Boyle","4","2017","3","3","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","14","0","0","1","9","0"
" OJ"," Howard","4","2017","12","20","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","12","0","1","1","17","0"
" Rob"," Gronkowski","4","2017","8","12","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","176","72","1176","11","14","8","89","1","17","6","116","1"
" Travis"," Kelce","4","2017","17","6","1","133","85","1125","4","111","72","875","5","0","1","1","0","16","8","103","1"
" Vernon"," Davis","4","2017","8","7","0","64","44","583","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","11","5","58","1","1","1","13","0"
" Zach"," Ertz","4","2017","8","18","0","98","78","816","4","90","75","853","2","10","8","55","1","9","5","97","0"
" Zach"," Miller","4","2017","4","12","0","69","47","486","4","69","34","439","5","1","1","17","0","4","6","42","0"
" Antonio"," Gates","5","2017","2","25","0","91","53","548","7","88","56","630","5","1","3","18","0","3","2","30","0"
" Austin"," Seferian-Jenkins","5","2017","8","22","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","4","46","0","3","5","31","0"
" Brandon"," Williams","5","2017","1","20","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","1","32","0","0","1","7","0"
" Cameron"," Brate","5","2017","12","24","1","106","57","660","8","41","23","288","3","14","4","80","1","9","4","33","1"
" Charles"," Clay","5","2017","3","10","0","73","57","552","4","65","51","528","3","11","5","112","0","9","6","39","1"
" Darren"," Fells","5","2017","14","13","1","17","14","154","1","44","21","311","3","4","4","40","0","0","1","8","0"
" David"," Njoku","5","2017","10","20","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","11","0","7","2","12","1"
" Delanie"," Walker","5","2017","2","17","0","117","65","800","7","143","94","1088","6","5","3","51","0","3","4","31","0"
" Ed"," Dickson","5","2017","17","2","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","17","121","2","6","3","62","0","0","1","8","0"
" George"," Kittle","5","2017","14","18","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","2","35","0","0","1","8","0"
" Jared"," Cook","5","2017","1","3","1","37","30","377","1","42","39","481","0","4","3","46","0","10","4","43","1"
" Jason"," Witten","5","2017","5","11","1","78","69","673","3","81","77","713","3","0","1","9","0","0","1","3","0"
" Jermaine"," Gresham","5","2017","1","9","0","47","37","391","2","22","18","223","1","1","2","12","0","4","5","47","0"
" Jesse"," James","5","2017","2","1","1","45","39","338","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","3","40","0","1","2","19","0"
" Jimmy"," Graham","5","2017","9","7","0","120","65","923","6","69","48","605","2","6","4","61","0","7","7","72","0"
" Julius"," Thomas","5","2017","1","23","1","49","30","281","4","70","46","455","5","2","2","29","0","1","3","16","0"
" Kyle"," Rudolph","5","2017","10","23","0","120","83","840","7","74","49","495","5","3","2","34","0","0","1","4","0"
" Lance"," Kendricks","5","2017","2","22","0","56","50","499","2","31","25","245","2","0","1","0","0","11","2","52","1"
" Martellus"," Bennett","5","2017","5","22","0","105","55","701","7","56","53","439","3","3","6","39","0","1","3","12","0"
" Stephen"," Anderson","5","2017","6","8","1","11","11","93","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","28","0","1","1","14","0"
" Travis"," Kelce","5","2017","9","14","0","133","85","1125","4","111","72","875","5","17","7","111","1","0","1","1","0"
" Tyler"," Higbee","5","2017","9","5","1","11","11","85","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","3","47","0","0","1","4","0"
" Tyler"," Kroft","5","2017","3","6","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","18","6","68","2","2","3","28","0"
" Zach"," Ertz","5","2017","12","22","1","98","78","816","4","90","75","853","2","8","5","81","0","10","8","55","1"
" Zach"," Miller","5","2017","9","20","1","69","47","486","4","69","34","439","5","4","2","45","0","1","1","17","0"
" Antonio"," Gates","6","2017","1","24","0","91","53","548","7","88","56","630","5","2","2","23","0","1","3","18","0"
" Austin"," Seferian-Jenkins","6","2017","9","23","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","6","29","1","4","4","46","0"
" Benjamin"," Watson","6","2017","2","17","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","109","74","825","6","0","2","2","0","4","5","43","0"
" Cameron"," Brate","6","2017","13","23","0","106","57","660","8","41","23","288","3","12","5","68","1","14","4","80","1"
" Darren"," Fells","6","2017","8","5","0","17","14","154","1","44","21","311","3","14","2","24","2","4","4","40","0"
" Dion"," Sims","6","2017","10","3","0","45","26","256","4","13","18","127","1","1","1","17","0","0","1","8","0"
" Ed"," Dickson","6","2017","3","8","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","17","121","2","17","5","175","0","6","3","62","0"
" George"," Kittle","6","2017","4","12","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","14","7","83","1","3","2","35","0"
" Gerald"," Everett","6","2017","6","1","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","8","0","0","1","8","0"
" Hunter"," Henry","6","2017","9","24","0","91","36","478","8","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","3","42","1","7","2","16","1"
" Jared"," Cook","6","2017","1","19","1","37","30","377","1","42","39","481","0","1","3","25","0","4","3","46","0"
" Jermaine"," Gresham","6","2017","3","18","1","47","37","391","2","22","18","223","1","1","2","16","0","1","2","12","0"
" Julius"," Thomas","6","2017","2","23","0","49","30","281","4","70","46","455","5","1","1","15","0","2","2","29","0"
" Kyle"," Rudolph","6","2017","4","11","1","120","83","840","7","74","49","495","5","10","6","45","1","3","2","34","0"
" Martellus"," Bennett","6","2017","2","13","0","105","55","701","7","56","53","439","3","5","3","53","0","3","6","39","0"
" Nick"," Boyle","6","2017","3","17","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","9","0","3","5","36","0"
" Stephen"," Anderson","6","2017","1","20","1","11","11","93","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","6","2","63","0","2","2","28","0"
" Travis"," Kelce","6","2017","3","6","1","133","85","1125","4","111","72","875","5","9","8","98","0","17","7","111","1"
" Zach"," Ertz","6","2017","13","14","0","98","78","816","4","90","75","853","2","12","6","61","1","8","5","81","0"
" Zach"," Miller","6","2017","8","3","0","69","47","486","4","69","34","439","5","9","3","39","1","4","2","45","0"
" Austin"," Seferian-Jenkins","7","2017","8","15","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","9","8","46","1","8","6","29","1"
" Benjamin"," Watson","7","2017","3","13","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","109","74","825","6","2","6","28","0","0","2","2","0"
" Cameron"," Brate","7","2017","6","10","0","106","57","660","8","41","23","288","3","13","6","76","1","12","5","68","1"
" David"," Njoku","7","2017","5","17","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","2","0","0","10","3","48","1"
" Delanie"," Walker","7","2017","5","15","0","117","65","800","7","143","94","1088","6","1","4","17","0","2","3","25","0"
" Ed"," Dickson","7","2017","1","6","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","17","121","2","3","4","36","0","17","5","175","0"
" Garrett"," Celek","7","2017","1","16","1","45","29","350","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","13","0","0","1","6","0"
" George"," Kittle","7","2017","1","16","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","4","46","0","14","7","83","1"
" Hunter"," Henry","7","2017","7","14","1","91","36","478","8","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","9","5","90","0","10","3","42","1"
" Jared"," Cook","7","2017","10","12","1","37","30","377","1","42","39","481","0","1","2","14","0","1","3","25","0"
" Jermaine"," Gresham","7","2017","1","2","0","47","37","391","2","22","18","223","1","3","2","32","0","1","2","16","0"
" Jonnu"," Smith","7","2017","2","15","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","10","0","2","5","21","0"
" Julius"," Thomas","7","2017","5","18","1","49","30","281","4","70","46","455","5","2","3","22","0","1","1","15","0"
" Kyle"," Rudolph","7","2017","4","4","1","120","83","840","7","74","49","495","5","4","5","47","0","10","6","45","1"
" Nick"," Boyle","7","2017","1","13","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","2","15","0","0","1","9","0"
" Travis"," Kelce","7","2017","9","22","0","133","85","1125","4","111","72","875","5","3","4","37","0","9","8","98","0"
" Tyler"," Higbee","7","2017","1","20","1","11","11","85","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","0","0","9","4","98","0"
" Zach"," Ertz","7","2017","14","13","1","98","78","816","4","90","75","853","2","13","2","18","2","12","6","61","1"
" Zach"," Miller","7","2017","2","11","1","69","47","486","4","69","34","439","5","8","2","25","1","9","3","39","1"
" AJ"," Derby","8","2017","8","10","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","6","66","0","1","1","10","0"
" Antonio"," Gates","8","2017","2","22","0","91","53","548","7","88","56","630","5","0","1","4","0","1","1","16","0"
" Austin"," Hooper","8","2017","10","23","0","40","19","271","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","6","0","4","7","48","0"
" Austin"," Seferian-Jenkins","8","2017","2","26","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","3","21","1","9","8","46","1"
" Benjamin"," Watson","8","2017","6","23","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","109","74","825","6","3","5","38","0","2","6","28","0"
" Cameron"," Brate","8","2017","6","11","1","106","57","660","8","41","23","288","3","6","6","60","0","13","6","76","1"
" David"," Njoku","8","2017","1","16","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","5","2","58","0","0","2","0","0"
" Ed"," Dickson","8","2017","2","24","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","20","17","121","2","1","3","18","0","3","4","36","0"
" Garrett"," Celek","8","2017","2","5","0","45","29","350","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","11","0","1","1","13","0"
" George"," Kittle","8","2017","2","5","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","16","0","4","4","46","0"
" Hunter"," Henry","8","2017","1","22","0","91","36","478","8","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","4","73","0","9","5","90","0"
" Jack"," Doyle","8","2017","18","15","0","80","59","584","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","6","44","0","10","7","50","1"
" Jared"," Cook","8","2017","5","8","0","37","30","377","1","42","39","481","0","10","6","107","0","1","2","14","0"
" Kyle"," Rudolph","8","2017","8","21","0","120","83","840","7","74","49","495","5","4","5","43","0","4","5","47","0"
" Nick"," Boyle","8","2017","2","23","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","2","12","0","3","2","15","0"
" OJ"," Howard","8","2017","1","11","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","21","6","98","2","1","1","15","0"
" Rob"," Gronkowski","8","2017","11","12","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","176","72","1176","11","5","3","51","0","20","6","83","2"
" Travis"," Kelce","8","2017","19","20","1","133","85","1125","4","111","72","875","5","9","4","33","1","3","4","37","0"
" Trey"," Burton","8","2017","2","27","1","32","37","327","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","7","0","0","1","9","0"
" Vernon"," Davis","8","2017","2","13","1","64","44","583","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","6","4","67","0","5","3","65","0"
" Virgil"," Green","8","2017","1","10","0","25","22","237","1","19","12","173","1","0","1","7","0","2","1","24","0"
" Zach"," Ertz","8","2017","9","27","1","98","78","816","4","90","75","853","2","14","5","89","1","13","2","18","2"
" AJ"," Derby","9","2017","1","6","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","8","2","21","1","5","6","66","0"
" Austin"," Hooper","9","2017","3","10","0","40","19","271","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","10","4","47","1","0","1","6","0"
" Austin"," Seferian-Jenkins","9","2017","2","11","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","5","28","0","8","3","21","1"
" Benjamin"," Watson","9","2017","4","24","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","109","74","825","6","6","2","6","1","3","5","38","0"
" Brent"," Celek","9","2017","3","20","1","10","14","155","0","53","27","398","3","1","1","14","0","0","1","3","0"
" Coby"," Fleener","9","2017","4","23","1","78","50","631","3","63","54","491","3","0","1","-1","0","2","2","22","0"
" Garrett"," Celek","9","2017","1","25","1","45","29","350","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","1","24","0","1","1","11","0"
" George"," Kittle","9","2017","2","25","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","22","0","1","1","16","0"
" Jack"," Doyle","9","2017","6","13","0","80","59","584","5","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","18","12","121","1","4","6","44","0"
" Jared"," Cook","9","2017","12","22","0","37","30","377","1","42","39","481","0","5","4","57","0","10","6","107","0"
" Jimmy"," Graham","9","2017","5","16","1","120","65","923","6","69","48","605","2","15","4","39","2","11","3","51","1"
" Julius"," Thomas","9","2017","14","28","1","49","30","281","4","70","46","455","5","0","2","2","0","5","3","58","0"
" Travis"," Kelce","9","2017","13","15","0","133","85","1125","4","111","72","875","5","19","7","133","1","9","4","33","1"
" Trey"," Burton","9","2017","10","20","1","32","37","327","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","21","0","0","1","7","0"
" Tyler"," Kroft","9","2017","7","1","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","5","46","0","8","4","23","1"
" Vernon"," Davis","9","2017","7","7","0","64","44","583","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","20","0","6","4","67","0"
" Austin"," Hooper","10","2017","10","13","1","40","19","271","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","36","0","10","4","47","1"
" Austin"," Seferian-Jenkins","10","2017","6","16","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","20","0","2","5","28","0"
" Cameron"," Brate","10","2017","1","17","1","106","57","660","8","41","23","288","3","0","1","9","0","6","4","64","0"
" Eric"," Ebron","10","2017","9","21","1","78","61","711","1","76","47","537","5","3","3","35","0","5","2","58","0"
" Garrett"," Celek","10","2017","12","23","1","45","29","350","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","13","0","2","1","24","0"
" Jason"," Witten","10","2017","5","17","0","78","69","673","3","81","77","713","3","0","1","5","0","3","3","31","0"
" Jimmy"," Graham","10","2017","14","21","0","120","65","923","6","69","48","605","2","5","5","59","0","15","4","39","2"
" Julius"," Thomas","10","2017","6","10","0","49","30","281","4","70","46","455","5","14","6","84","1","0","2","2","0"
" Levine"," Toilolo","10","2017","1","13","1","34","13","264","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","8","0","2","2","20","0"
" Stephen"," Anderson","10","2017","3","2","0","11","11","93","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","4","44","0","1","1","11","0"
" Vernon"," Davis","10","2017","7","18","1","64","44","583","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","6","72","0","2","2","20","0"
" Cameron"," Brate","11","2017","1","24","0","106","57","660","8","41","23","288","3","1","1","10","0","0","1","9","0"
" Delanie"," Walker","11","2017","9","7","0","117","65","800","7","143","94","1088","6","6","6","63","0","7","5","71","0"
" Eric"," Ebron","11","2017","4","9","0","78","61","711","1","76","47","537","5","9","2","39","1","3","3","35","0"
" Jermaine"," Gresham","11","2017","1","10","0","47","37","391","2","22","18","223","1","12","5","64","1","8","2","23","1"
" Jimmy"," Graham","11","2017","13","14","1","120","65","923","6","69","48","605","2","14","6","27","2","5","5","59","0"
" Julius"," Thomas","11","2017","3","13","1","49","30","281","4","70","46","455","5","6","2","8","1","14","6","84","1"
" Levine"," Toilolo","11","2017","9","8","0","34","13","264","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","10","0","0","1","8","0"
" Marcedes"," Lewis","11","2017","8","20","0","20","20","169","1","17","16","226","0","2","2","29","0","4","3","49","0"
" Stephen"," Anderson","11","2017","2","21","1","11","11","93","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","2","30","0","4","4","44","0"
" Tyler"," Kroft","11","2017","7","21","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","4","0","7","2","79","0"
" Vernon"," Davis","11","2017","6","5","0","64","44","583","2","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","7","76","0","7","6","72","0"
" Austin"," Hooper","12","2017","3","18","1","40","19","271","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","2","-1","0","10","6","49","1"
" Charles"," Clay","12","2017","6","14","0","73","57","552","4","65","51","528","3","2","3","27","0","1","2","13","0"
" David"," Njoku","12","2017","4","13","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","1","13","0","0","1","3","0"
" Delanie"," Walker","12","2017","12","21","0","117","65","800","7","143","94","1088","6","9","6","92","0","6","6","63","0"
" Eric"," Ebron","12","2017","3","19","1","78","61","711","1","76","47","537","5","4","4","49","0","9","2","39","1"
" Evan"," Engram","12","2017","1","16","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","9","0","9","6","31","1"
" Hunter"," Henry","12","2017","13","23","0","91","36","478","8","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","2","2","25","0","0","1","7","0"
" Jason"," Witten","12","2017","4","4","1","78","69","673","3","81","77","713","3","0","1","7","0","5","7","59","0"
" Jermaine"," Gresham","12","2017","1","1","1","47","37","391","2","22","18","223","1","1","1","10","0","12","5","64","1"
" Jimmy"," Graham","12","2017","9","29","0","120","65","923","6","69","48","605","2","13","7","58","1","14","6","27","2"
" Julius"," Thomas","12","2017","5","12","0","49","30","281","4","70","46","455","5","3","4","30","0","6","2","8","1"
" Kyle"," Rudolph","12","2017","18","6","0","120","83","840","7","74","49","495","5","5","5","58","0","3","5","37","0"
" Marcedes"," Lewis","12","2017","1","24","0","20","20","169","1","17","16","226","0","8","2","26","1","2","2","29","0"
" Richard"," Rodgers","12","2017","2","9","0","32","30","271","2","94","58","510","8","0","1","3","0","0","1","8","0"
" Rob"," Gronkowski","12","2017","20","28","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","176","72","1176","11","3","3","37","0","7","4","74","0"
" Tyler"," Higbee","12","2017","4","7","1","11","11","85","1","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","5","0","2","2","22","0"
" Tyler"," Kroft","12","2017","7","27","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","7","2","12","1","0","1","4","0"
" Austin"," Hooper","13","2017","2","17","1","40","19","271","3","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","3","3","38","0","0","2","-1","0"
" Benjamin"," Watson","13","2017","8","7","1","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","109","74","825","6","2","3","29","0","3","1","33","0"
" Cameron"," Brate","13","2017","15","11","0","106","57","660","8","41","23","288","3","0","1","6","0","1","1","12","0"
" Charles"," Clay","13","2017","2","10","1","73","57","552","4","65","51","528","3","6","4","60","0","2","3","27","0"
" David"," Njoku","13","2017","13","4","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","4","4","47","0","1","1","13","0"
" Delanie"," Walker","13","2017","12","14","1","117","65","800","7","143","94","1088","6","12","4","63","1","9","6","92","0"
" Eric"," Ebron","13","2017","3","2","0","78","61","711","1","76","47","537","5","3","4","34","0","4","4","49","0"
" Evan"," Engram","13","2017","15","28","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","1","3","18","0","0","1","9","0"
" Gerald"," Everett","13","2017","6","24","0","74.3859126984127","48.3898809523809","553.253968253968","4.15575396825396","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","0","1","9","0","0","1","8","0"
" Hunter"," Henry","13","2017","8","26","1","91","36","478","8","77.27912621359221","49.5206310679611","564.79854368932","4.46966019417475","13","5","76","1","2","2","25","0"
" Jason"," Witten","13","2017","6","19","1","78","69","673","3","81","77","713","3","4","7","44","0","0","1","7","0"
" Jermaine"," Gresham","13","2017","1","3","1","47","37","391","2","22","18","223","1","1","2","13","0","1","1","10","0"
